,user_id,user_created_at,device,sex,home_pg,search_pg,payment_pg,confirmation_pg
28672,312183,2015-01-30,Mobile,Female,1,1,0,0
28684,195697,2015-01-30,Mobile,Female,1,1,0,0
28688,370410,2015-01-30,Desktop,Female,1,0,0,0
28738,30296,2015-01-30,Desktop,Female,1,1,0,0
28890,478898,2015-01-30,Mobile,Male,1,1,0,0
29157,977097,2015-01-30,Desktop,Female,1,0,0,0
29306,894010,2015-01-30,Desktop,Female,1,1,0,0
29411,736650,2015-01-30,Desktop,Male,1,0,0,0
29427,262700,2015-01-30,Mobile,Female,1,1,0,0
29475,79653,2015-01-30,Desktop,Female,1,1,0,0
29666,591502,2015-01-30,Desktop,Male,1,0,0,0
29734,870452,2015-01-30,Desktop,Male,1,1,0,0
30046,737070,2015-01-30,Desktop,Male,1,1,0,0
30206,232839,2015-01-30,Mobile,Male,1,1,0,0
30272,827626,2015-01-30,Mobile,Male,1,1,0,0
30409,731864,2015-01-30,Desktop,Male,1,0,0,0
30555,797506,2015-01-30,Mobile,Male,1,1,1,0
30584,778533,2015-01-30,Mobile,Male,1,1,0,0
30602,792677,2015-01-30,Desktop,Female,1,1,1,0
31115,464443,2015-01-30,Desktop,Female,1,0,0,0
31217,99194,2015-01-30,Desktop,Female,1,0,0,0
31273,598854,2015-01-30,Mobile,Female,1,1,0,0
31293,514222,2015-01-30,Desktop,Male,1,1,0,0
31739,807341,2015-01-30,Mobile,Female,1,0,0,0
32110,119248,2015-01-30,Mobile,Male,1,1,0,0
32360,284889,2015-01-30,Desktop,Female,1,0,0,0
32405,59240,2015-01-30,Desktop,Female,1,1,0,0
32412,679157,2015-01-30,Desktop,Female,1,0,0,0
32421,148439,2015-01-30,Mobile,Male,1,1,0,0
32574,468102,2015-01-30,Desktop,Male,1,1,1,0
32618,935265,2015-01-30,Mobile,Male,1,1,0,0
32683,92804,2015-01-30,Mobile,Female,1,1,0,0
32749,50867,2015-01-30,Desktop,Male,1,1,0,0
32957,270522,2015-01-30,Desktop,Female,1,0,0,0
33020,674100,2015-01-30,Desktop,Female,1,1,0,0
33090,12263,2015-01-30,Desktop,Male,1,0,0,0
33114,21572,2015-01-30,Desktop,Female,1,1,0,0
33165,175712,2015-01-30,Desktop,Female,1,1,0,0
33373,91486,2015-01-30,Mobile,Male,1,1,1,0
33677,786631,2015-01-30,Desktop,Female,1,0,0,0
33976,510358,2015-01-30,Desktop,Female,1,0,0,0
33995,211488,2015-01-30,Mobile,Male,1,1,0,0
34008,231527,2015-01-30,Desktop,Male,1,0,0,0
34047,804167,2015-01-30,Desktop,Male,1,1,0,0
34161,158088,2015-01-30,Mobile,Female,1,1,0,0
34799,357281,2015-01-30,Mobile,Female,1,1,0,0
34829,607387,2015-01-30,Desktop,Female,1,1,0,0
34835,516001,2015-01-30,Mobile,Male,1,1,0,0
34902,487941,2015-01-30,Desktop,Female,1,1,0,0
34990,243687,2015-01-30,Desktop,Male,1,0,0,0
35009,127796,2015-01-30,Desktop,Female,1,1,0,0
35018,460638,2015-01-30,Desktop,Male,1,0,0,0
35069,536125,2015-01-30,Mobile,Male,1,0,0,0
35145,447512,2015-01-30,Mobile,Male,1,0,0,0
35157,9254,2015-01-30,Desktop,Female,1,1,0,0
35877,720091,2015-01-30,Mobile,Female,1,1,0,0
36123,579584,2015-01-30,Desktop,Female,1,1,1,0
36176,38074,2015-01-30,Desktop,Female,1,0,0,0
36270,498245,2015-01-30,Desktop,Female,1,0,0,0
36559,815592,2015-01-30,Desktop,Female,1,0,0,0
36751,478803,2015-01-30,Desktop,Female,1,0,0,0
36987,187011,2015-01-30,Desktop,Female,1,1,0,0
36998,719557,2015-01-30,Mobile,Female,1,1,0,0
37084,689965,2015-01-30,Desktop,Female,1,0,0,0
37088,328885,2015-01-30,Mobile,Female,1,1,0,0
37184,638232,2015-01-30,Desktop,Female,1,0,0,0
37335,633065,2015-01-30,Mobile,Male,1,1,0,0
37733,504719,2015-01-30,Mobile,Male,1,1,1,0
37832,62662,2015-01-30,Desktop,Male,1,0,0,0
37835,187702,2015-01-30,Desktop,Female,1,0,0,0
37905,112644,2015-01-30,Mobile,Female,1,1,0,0
38210,405314,2015-01-30,Mobile,Female,1,1,0,0
38226,899458,2015-01-30,Desktop,Male,1,0,0,0
38390,37378,2015-01-30,Desktop,Female,1,0,0,0
38432,989241,2015-01-30,Desktop,Male,1,0,0,0
38501,425080,2015-01-30,Desktop,Male,1,1,1,0
38550,164399,2015-01-30,Desktop,Male,1,1,0,0
38709,588170,2015-01-30,Desktop,Male,1,1,0,0
38807,670094,2015-01-30,Desktop,Male,1,1,0,0
38936,687848,2015-01-30,Mobile,Female,1,1,0,0
39030,38168,2015-01-30,Mobile,Male,1,1,0,0
39313,834724,2015-01-30,Desktop,Male,1,0,0,0
39320,956679,2015-01-30,Desktop,Male,1,0,0,0
39493,888558,2015-01-30,Mobile,Male,1,1,1,0
39646,470445,2015-01-30,Mobile,Male,1,0,0,0
39750,345218,2015-01-30,Mobile,Male,1,1,0,0
39970,252965,2015-01-30,Desktop,Female,1,0,0,0
40010,240111,2015-01-30,Desktop,Male,1,0,0,0
40172,30900,2015-01-30,Mobile,Female,1,1,0,0
40479,252875,2015-01-30,Desktop,Male,1,0,0,0
40815,260568,2015-01-30,Desktop,Male,1,1,0,0
40858,629675,2015-01-30,Mobile,Male,1,1,0,0
40871,539379,2015-01-30,Desktop,Male,1,0,0,0
40942,442250,2015-01-30,Desktop,Female,1,0,0,0
41225,918280,2015-01-30,Mobile,Male,1,1,0,0
41373,180698,2015-01-30,Desktop,Male,1,0,0,0
41380,691736,2015-01-30,Desktop,Female,1,1,0,0
41383,890252,2015-01-30,Mobile,Male,1,1,0,0
41404,316188,2015-01-30,Desktop,Female,1,0,0,0
41410,665817,2015-01-30,Desktop,Male,1,1,1,0
41505,414045,2015-01-30,Mobile,Male,1,1,0,0
41752,510453,2015-01-30,Desktop,Female,1,0,0,0
41795,171013,2015-01-30,Desktop,Female,1,1,0,0
41798,288382,2015-01-30,Desktop,Male,1,0,0,0
42217,715052,2015-01-30,Desktop,Male,1,1,0,0
42229,362065,2015-01-30,Desktop,Male,1,1,0,0
42355,19556,2015-01-30,Desktop,Male,1,0,0,0
42396,287882,2015-01-30,Desktop,Male,1,1,0,0
42401,410626,2015-01-30,Mobile,Female,1,1,0,0
42463,453147,2015-01-30,Mobile,Male,1,1,0,0
42559,214507,2015-01-30,Mobile,Female,1,1,1,0
42771,389389,2015-01-30,Desktop,Female,1,1,0,0
42983,856889,2015-01-30,Desktop,Male,1,1,0,0
43090,888742,2015-01-30,Desktop,Male,1,1,0,0
43669,197508,2015-01-30,Desktop,Female,1,0,0,0
43699,860493,2015-01-30,Desktop,Male,1,1,1,0
43732,728806,2015-01-30,Mobile,Male,1,1,0,0
43912,454205,2015-01-30,Mobile,Male,1,1,0,0
44036,813397,2015-01-30,Mobile,Female,1,1,0,0
44216,922648,2015-01-30,Desktop,Female,1,0,0,0
44487,386141,2015-01-30,Desktop,Male,1,1,0,0
44489,744540,2015-01-30,Desktop,Female,1,1,0,0
44619,709005,2015-01-30,Desktop,Male,1,1,1,0
44777,219999,2015-01-30,Desktop,Male,1,0,0,0
45068,77910,2015-01-30,Desktop,Male,1,1,1,0
45312,978414,2015-01-30,Desktop,Female,1,0,0,0
45377,379119,2015-01-30,Desktop,Female,1,0,0,0
45476,519732,2015-01-30,Desktop,Female,1,0,0,0
45676,437799,2015-01-30,Desktop,Male,1,1,0,0
45789,260249,2015-01-30,Desktop,Male,1,0,0,0
45850,407043,2015-01-30,Desktop,Female,1,1,0,0
45931,360110,2015-01-30,Mobile,Female,1,1,0,0
46000,590496,2015-01-30,Desktop,Female,1,1,0,0
46089,25388,2015-01-30,Desktop,Male,1,0,0,0
46216,827951,2015-01-30,Desktop,Male,1,1,1,0
46268,489216,2015-01-30,Mobile,Female,1,1,1,0
46316,128291,2015-01-30,Mobile,Female,1,1,1,0
46422,130141,2015-01-30,Mobile,Male,1,1,0,0
46453,110925,2015-01-30,Desktop,Female,1,0,0,0
46484,742776,2015-01-30,Desktop,Female,1,1,0,0
46836,267631,2015-01-30,Desktop,Female,1,1,0,0
46981,445340,2015-01-30,Desktop,Female,1,0,0,0
46996,779030,2015-01-30,Mobile,Male,1,1,0,0
47022,915985,2015-01-30,Desktop,Female,1,0,0,0
47027,295559,2015-01-30,Mobile,Female,1,0,0,0
47039,425955,2015-01-30,Desktop,Male,1,0,0,0
47159,444199,2015-01-30,Mobile,Male,1,1,0,0
47346,740498,2015-01-30,Desktop,Female,1,0,0,0
47374,219970,2015-01-30,Mobile,Female,1,1,0,0
47656,922447,2015-01-30,Desktop,Female,1,1,1,0
48001,742393,2015-01-30,Mobile,Male,1,0,0,0
48108,523374,2015-01-30,Desktop,Female,1,1,0,0
48175,557741,2015-01-30,Desktop,Female,1,1,0,0
48223,359825,2015-01-30,Desktop,Male,1,0,0,0
48293,972890,2015-01-30,Mobile,Female,1,1,0,0
48668,413587,2015-01-30,Desktop,Female,1,1,0,0
48776,944599,2015-01-30,Desktop,Female,1,0,0,0
49082,308480,2015-01-30,Desktop,Female,1,1,1,0
49124,885141,2015-01-30,Desktop,Female,1,0,0,0
49162,413796,2015-01-30,Desktop,Male,1,1,0,0
49198,779903,2015-01-30,Desktop,Female,1,1,0,0
49355,617302,2015-01-30,Mobile,Male,1,1,0,0
49733,536932,2015-01-30,Mobile,Male,1,1,0,0
49744,87421,2015-01-30,Mobile,Male,1,1,0,0
49781,113347,2015-01-30,Desktop,Male,1,1,0,0
49883,57250,2015-01-30,Desktop,Female,1,1,0,0
49936,597370,2015-01-30,Desktop,Female,1,1,0,0
49949,601662,2015-01-30,Mobile,Male,1,1,0,0
49973,901824,2015-01-30,Desktop,Male,1,1,0,0
49991,45412,2015-01-30,Desktop,Male,1,0,0,0
50123,306904,2015-01-30,Mobile,Male,1,1,0,0
50273,291705,2015-01-30,Desktop,Female,1,1,0,0
50326,269646,2015-01-30,Desktop,Male,1,0,0,0
50516,506263,2015-01-30,Desktop,Male,1,1,0,0
50766,704685,2015-01-30,Desktop,Male,1,1,0,0
50780,154633,2015-01-30,Mobile,Male,1,0,0,0
50817,831797,2015-01-30,Desktop,Female,1,0,0,0
50962,862426,2015-01-30,Desktop,Male,1,0,0,0
51048,33103,2015-01-30,Mobile,Male,1,1,1,0
51080,3427,2015-01-30,Mobile,Male,1,0,0,0
51096,732080,2015-01-30,Mobile,Female,1,1,0,0
51282,253798,2015-01-30,Mobile,Male,1,1,0,0
51338,745575,2015-01-30,Desktop,Female,1,0,0,0
51840,131617,2015-01-30,Desktop,Male,1,0,0,0
51938,919959,2015-01-30,Desktop,Female,1,1,0,0
52056,362464,2015-01-30,Desktop,Female,1,1,1,0
52892,160741,2015-01-30,Desktop,Female,1,0,0,0
53051,561148,2015-01-30,Desktop,Female,1,1,0,0
53058,669599,2015-01-30,Desktop,Female,1,1,0,0
53099,114838,2015-01-30,Mobile,Male,1,1,0,0
53104,648174,2015-01-30,Desktop,Female,1,0,0,0
53120,83167,2015-01-30,Desktop,Male,1,0,0,0
53131,432216,2015-01-30,Mobile,Female,1,1,0,0
53268,966959,2015-01-30,Desktop,Male,1,1,0,0
53402,634791,2015-01-30,Desktop,Male,1,0,0,0
53531,114649,2015-01-30,Mobile,Female,1,1,0,0
53608,408322,2015-01-30,Desktop,Female,1,1,0,0
53714,272040,2015-01-30,Desktop,Female,1,0,0,0
53795,481734,2015-01-30,Mobile,Female,1,1,0,0
53855,675023,2015-01-30,Desktop,Female,1,1,0,0
53917,27020,2015-01-30,Desktop,Male,1,0,0,0
54061,712574,2015-01-30,Desktop,Male,1,0,0,0
54208,814075,2015-01-30,Desktop,Male,1,0,0,0
54362,467113,2015-01-30,Mobile,Male,1,1,0,0
54686,996879,2015-01-30,Desktop,Female,1,1,0,0
54781,596313,2015-01-30,Mobile,Female,1,0,0,0
55143,362184,2015-01-30,Desktop,Female,1,0,0,0
55160,739129,2015-01-30,Desktop,Female,1,1,0,0
55222,754185,2015-01-30,Desktop,Female,1,1,0,0
55400,788548,2015-01-30,Desktop,Female,1,0,0,0
55828,674048,2015-01-30,Desktop,Female,1,0,0,0
55855,674907,2015-01-30,Desktop,Female,1,1,1,0
55934,337691,2015-01-30,Desktop,Male,1,1,0,0
56001,148262,2015-01-30,Desktop,Male,1,1,0,0
56052,999463,2015-01-30,Desktop,Male,1,0,0,0
56279,805899,2015-01-30,Desktop,Male,1,1,0,0
56383,149091,2015-01-30,Mobile,Male,1,1,0,0
56470,767737,2015-01-30,Desktop,Male,1,0,0,0
56793,623933,2015-01-30,Desktop,Male,1,0,0,0
56809,879688,2015-01-30,Mobile,Male,1,1,0,0
56839,748417,2015-01-30,Desktop,Female,1,0,0,0
56890,997212,2015-01-30,Desktop,Female,1,0,0,0
56992,497190,2015-01-30,Mobile,Female,1,1,0,0
57181,300579,2015-01-30,Mobile,Female,1,1,0,0
57274,147093,2015-01-30,Desktop,Male,1,0,0,0
57689,595173,2015-01-30,Desktop,Female,1,1,0,0
57708,875713,2015-01-30,Desktop,Female,1,0,0,0
57736,515178,2015-01-30,Desktop,Female,1,0,0,0
57838,813860,2015-01-30,Mobile,Female,1,1,0,0
58016,942504,2015-01-30,Mobile,Male,1,1,1,0
58040,978057,2015-01-30,Desktop,Female,1,1,1,0
58199,942269,2015-01-30,Desktop,Female,1,0,0,0
58427,169894,2015-01-30,Desktop,Male,1,0,0,0
58456,918873,2015-01-30,Desktop,Male,1,1,0,0
58541,226820,2015-01-30,Mobile,Male,1,1,0,0
58720,895463,2015-01-30,Desktop,Male,1,0,0,0
58941,752891,2015-01-30,Desktop,Female,1,0,0,0
59220,49605,2015-01-30,Mobile,Female,1,1,0,0
59259,397523,2015-01-30,Desktop,Male,1,1,0,0
59413,789809,2015-01-30,Desktop,Male,1,1,0,0
59487,118273,2015-01-30,Desktop,Female,1,1,0,0
59775,104755,2015-01-30,Desktop,Female,1,1,0,0
59816,90608,2015-01-30,Desktop,Male,1,0,0,0
59863,691687,2015-01-30,Desktop,Male,1,1,0,0
59956,732629,2015-01-30,Desktop,Female,1,1,0,0
59960,844114,2015-01-30,Mobile,Female,1,1,0,0
60169,691767,2015-01-30,Desktop,Female,1,0,0,0
60289,865073,2015-01-30,Desktop,Female,1,0,0,0
60313,221125,2015-01-30,Desktop,Female,1,1,0,0
60492,332985,2015-01-30,Desktop,Male,1,0,0,0
60636,564110,2015-01-30,Desktop,Male,1,1,0,0
60788,138050,2015-01-30,Desktop,Male,1,1,0,0
60840,432215,2015-01-30,Desktop,Male,1,1,0,0
60929,694639,2015-01-30,Mobile,Female,1,0,0,0
61009,407462,2015-01-30,Mobile,Female,1,1,0,0
61023,996418,2015-01-30,Desktop,Male,1,1,0,0
61196,437442,2015-01-30,Desktop,Female,1,1,0,0
61257,482069,2015-01-30,Desktop,Male,1,0,0,0
61332,790886,2015-01-30,Desktop,Male,1,1,1,0
61487,251002,2015-01-30,Desktop,Female,1,0,0,0
61525,231904,2015-01-30,Desktop,Female,1,1,0,0
61746,555487,2015-01-30,Mobile,Male,1,1,0,0
62040,330572,2015-01-30,Desktop,Male,1,0,0,0
62090,388320,2015-01-30,Desktop,Male,1,0,0,0
62182,473321,2015-01-30,Desktop,Male,1,0,0,0
62210,467339,2015-01-30,Mobile,Male,1,1,1,0
62816,35343,2015-01-30,Mobile,Male,1,1,0,0
62906,51904,2015-01-30,Desktop,Female,1,0,0,0
62988,898680,2015-01-30,Desktop,Female,1,0,0,0
63037,958013,2015-01-30,Mobile,Female,1,1,0,0
63273,863521,2015-01-30,Mobile,Male,1,1,0,0
63355,281145,2015-01-30,Desktop,Female,1,0,0,0
63391,122345,2015-01-30,Mobile,Female,1,0,0,0
63461,750274,2015-01-30,Desktop,Male,1,1,0,0
63506,36475,2015-01-30,Desktop,Female,1,0,0,0
63600,393541,2015-01-30,Desktop,Female,1,0,0,0
63613,192319,2015-01-30,Desktop,Male,1,0,0,0
63714,181475,2015-01-30,Desktop,Female,1,0,0,0
64123,156907,2015-01-30,Mobile,Female,1,1,0,0
64145,340218,2015-01-30,Desktop,Female,1,1,0,0
64146,925461,2015-01-30,Mobile,Female,1,1,0,0
64352,696449,2015-01-30,Desktop,Male,1,1,0,0
64408,667473,2015-01-30,Desktop,Male,1,0,0,0
64540,704359,2015-01-30,Desktop,Female,1,1,1,0
64875,815210,2015-01-30,Mobile,Male,1,1,0,0
64960,137563,2015-01-30,Mobile,Female,1,1,0,0
65109,123085,2015-01-30,Desktop,Male,1,1,0,0
65310,76496,2015-01-30,Desktop,Female,1,0,0,0
65404,200378,2015-01-30,Desktop,Male,1,0,0,0
65432,695622,2015-01-30,Desktop,Female,1,0,0,0
65770,645329,2015-01-30,Desktop,Male,1,0,0,0
65800,34464,2015-01-30,Desktop,Male,1,1,0,0
65987,584153,2015-01-30,Desktop,Female,1,1,1,0
66003,268134,2015-01-30,Desktop,Female,1,0,0,0
66087,106964,2015-01-30,Desktop,Male,1,1,0,0
66114,54776,2015-01-30,Desktop,Female,1,1,1,0
66185,242089,2015-01-30,Desktop,Male,1,0,0,0
66224,673878,2015-01-30,Mobile,Female,1,1,0,0
66329,89672,2015-01-30,Desktop,Female,1,1,0,0
66365,757435,2015-01-30,Desktop,Male,1,1,1,0
66542,699871,2015-01-30,Mobile,Male,1,1,0,0
66616,213383,2015-01-30,Mobile,Male,1,0,0,0
66671,712615,2015-01-30,Desktop,Male,1,1,0,0
66698,601905,2015-01-30,Desktop,Male,1,0,0,0
66747,922121,2015-01-30,Desktop,Female,1,0,0,0
66813,319188,2015-01-30,Desktop,Female,1,1,0,0
66922,919111,2015-01-30,Desktop,Male,1,1,1,0
66986,980980,2015-01-30,Desktop,Female,1,1,0,0
67054,163386,2015-01-30,Desktop,Male,1,0,0,0
67073,25784,2015-01-30,Desktop,Female,1,0,0,0
67255,56745,2015-01-30,Mobile,Female,1,1,0,0
67408,751848,2015-01-30,Desktop,Male,1,1,1,0
67777,386655,2015-01-30,Mobile,Female,1,1,0,0
67823,531167,2015-01-30,Mobile,Female,1,0,0,0
68048,158296,2015-01-30,Desktop,Male,1,1,0,0
68084,11818,2015-01-30,Mobile,Female,1,1,0,0
68293,599347,2015-01-30,Desktop,Male,1,1,1,0
68308,428918,2015-01-30,Desktop,Female,1,1,0,0
68407,465566,2015-01-30,Desktop,Female,1,0,0,0
68418,96720,2015-01-30,Mobile,Male,1,1,0,0
68527,105052,2015-01-30,Desktop,Male,1,1,0,0
68661,476303,2015-01-30,Desktop,Female,1,1,0,0
68760,130598,2015-01-30,Desktop,Male,1,1,1,0
68830,177770,2015-01-30,Desktop,Male,1,1,0,0
69051,784366,2015-01-30,Desktop,Female,1,0,0,0
69159,636049,2015-01-30,Desktop,Male,1,1,1,0
69191,244011,2015-01-30,Desktop,Female,1,0,0,0
69299,852110,2015-01-30,Desktop,Female,1,0,0,0
69314,894475,2015-01-30,Mobile,Female,1,1,0,0
69318,363386,2015-01-30,Desktop,Male,1,1,0,0
69423,306339,2015-01-30,Mobile,Male,1,1,0,0
69521,178409,2015-01-30,Mobile,Female,1,1,1,0
69671,24286,2015-01-30,Mobile,Male,1,0,0,0
69687,356080,2015-01-30,Desktop,Male,1,1,0,0
69902,446205,2015-01-30,Desktop,Female,1,1,0,0
69916,159376,2015-01-30,Desktop,Male,1,1,0,0
69982,642686,2015-01-30,Desktop,Male,1,1,0,0
70188,319804,2015-01-30,Desktop,Male,1,0,0,0
70218,491970,2015-01-30,Mobile,Male,1,1,0,0
70304,640409,2015-01-30,Mobile,Female,1,1,0,0
70313,755511,2015-01-30,Desktop,Female,1,1,1,0
70441,766282,2015-01-30,Mobile,Female,1,0,0,0
70540,145592,2015-01-30,Desktop,Female,1,1,0,0
70587,767270,2015-01-30,Desktop,Female,1,1,0,0
70700,309559,2015-01-30,Desktop,Female,1,1,0,0
71230,696399,2015-01-30,Mobile,Male,1,1,1,0
71574,835037,2015-01-30,Desktop,Female,1,0,0,0
71640,569004,2015-01-30,Mobile,Male,1,1,0,0
71721,94469,2015-01-30,Desktop,Male,1,0,0,0
71733,211630,2015-01-30,Desktop,Female,1,0,0,0
71764,813342,2015-01-30,Desktop,Female,1,1,0,0
71777,162707,2015-01-30,Mobile,Female,1,1,0,0
72355,232970,2015-01-30,Desktop,Male,1,0,0,0
72516,98460,2015-01-30,Desktop,Female,1,1,0,0
72763,278,2015-01-30,Desktop,Female,1,0,0,0
73050,845590,2015-01-30,Desktop,Male,1,0,0,0
73217,764955,2015-01-30,Mobile,Female,1,1,0,0
73292,945101,2015-01-30,Mobile,Female,1,1,0,0
73357,841179,2015-01-30,Desktop,Female,1,0,0,0
73861,181963,2015-01-30,Mobile,Male,1,0,0,0
73964,637609,2015-01-30,Mobile,Female,1,0,0,0
74433,617348,2015-01-30,Desktop,Male,1,1,0,0
74483,804149,2015-01-30,Mobile,Male,1,0,0,0
74706,925645,2015-01-30,Desktop,Male,1,1,0,0
74911,582814,2015-01-30,Desktop,Male,1,0,0,0
74973,594906,2015-01-30,Desktop,Female,1,0,0,0
75366,778958,2015-01-30,Desktop,Female,1,1,0,0
75376,51805,2015-01-30,Desktop,Female,1,1,0,0
75409,230939,2015-01-30,Mobile,Male,1,1,0,0
75445,989079,2015-01-30,Mobile,Male,1,0,0,0
75509,205958,2015-01-30,Desktop,Female,1,0,0,0
75593,509350,2015-01-30,Desktop,Female,1,1,0,0
75619,542362,2015-01-30,Desktop,Female,1,1,0,0
75896,386772,2015-01-30,Mobile,Female,1,1,1,0
76091,885172,2015-01-30,Mobile,Male,1,1,0,0
76174,20737,2015-01-30,Desktop,Female,1,0,0,0
76207,939968,2015-01-30,Desktop,Male,1,1,0,0
76479,454475,2015-01-30,Mobile,Female,1,1,0,0
76778,126332,2015-01-30,Desktop,Female,1,1,0,0
76799,587708,2015-01-30,Desktop,Female,1,0,0,0
76958,596336,2015-01-30,Mobile,Female,1,0,0,0
77243,467619,2015-01-30,Mobile,Male,1,1,1,0
77378,780307,2015-01-30,Mobile,Male,1,1,0,0
77444,531497,2015-01-30,Desktop,Female,1,0,0,0
77586,474161,2015-01-30,Desktop,Male,1,0,0,0
77697,332652,2015-01-30,Desktop,Male,1,1,0,0
77990,293319,2015-01-30,Desktop,Male,1,1,1,0
78192,988979,2015-01-30,Mobile,Male,1,1,1,0
78234,580786,2015-01-30,Mobile,Female,1,1,0,0
78311,52070,2015-01-30,Desktop,Male,1,0,0,0
78427,201986,2015-01-30,Desktop,Male,1,0,0,0
78496,47894,2015-01-30,Mobile,Female,1,1,0,0
78681,433329,2015-01-30,Mobile,Male,1,1,0,0
78707,998965,2015-01-30,Mobile,Female,1,0,0,0
78978,642097,2015-01-30,Mobile,Male,1,1,0,0
79023,951530,2015-01-30,Desktop,Female,1,0,0,0
79132,133542,2015-01-30,Mobile,Male,1,1,0,0
79214,286497,2015-01-30,Desktop,Male,1,1,0,0
79395,96771,2015-01-30,Mobile,Female,1,1,0,0
79400,506576,2015-01-30,Desktop,Male,1,0,0,0
79467,91487,2015-01-30,Desktop,Male,1,1,0,0
79526,301819,2015-01-30,Desktop,Female,1,0,0,0
80193,732719,2015-01-30,Desktop,Male,1,0,0,0
80513,799901,2015-01-30,Desktop,Female,1,0,0,0
80650,633646,2015-01-30,Mobile,Female,1,1,0,0
80806,952655,2015-01-30,Mobile,Female,1,0,0,0
80921,557464,2015-01-30,Desktop,Male,1,1,0,0
81055,863647,2015-01-30,Desktop,Male,1,1,0,0
81147,340447,2015-01-30,Mobile,Female,1,1,0,0
81434,737041,2015-01-30,Desktop,Female,1,1,0,0
81503,204378,2015-01-30,Mobile,Female,1,1,0,0
81737,828164,2015-01-30,Mobile,Female,1,1,0,0
82128,756108,2015-01-30,Mobile,Female,1,0,0,0
82231,401401,2015-01-30,Desktop,Female,1,1,0,0
82346,746164,2015-01-30,Desktop,Female,1,1,0,0
82474,436950,2015-01-30,Desktop,Male,1,1,0,0
82610,601956,2015-01-30,Desktop,Male,1,0,0,0
82820,453741,2015-01-30,Desktop,Female,1,1,0,0
83300,757349,2015-01-30,Desktop,Female,1,1,0,0
83313,907876,2015-01-30,Desktop,Male,1,1,0,0
83432,2578,2015-01-30,Desktop,Male,1,0,0,0
83456,636291,2015-01-30,Mobile,Male,1,1,0,0
83634,697469,2015-01-30,Mobile,Male,1,0,0,0
83738,570958,2015-01-30,Desktop,Female,1,1,0,0
83897,352815,2015-01-30,Desktop,Male,1,1,0,0
84057,212288,2015-01-30,Mobile,Male,1,1,1,0
84095,858129,2015-01-30,Mobile,Female,1,1,0,0
84253,491210,2015-01-30,Mobile,Female,1,0,0,0
84587,480752,2015-01-30,Desktop,Female,1,0,0,0
84605,495778,2015-01-30,Desktop,Female,1,0,0,0
84671,240764,2015-01-30,Desktop,Female,1,1,0,0
84697,354684,2015-01-30,Desktop,Male,1,0,0,0
84865,832290,2015-01-30,Desktop,Female,1,0,0,0
84982,466408,2015-01-30,Desktop,Female,1,0,0,0
85085,841394,2015-01-30,Desktop,Male,1,0,0,0
85099,968310,2015-01-30,Desktop,Male,1,1,1,0
85103,613153,2015-01-30,Desktop,Male,1,0,0,0
85108,227508,2015-01-30,Desktop,Male,1,1,0,0
85293,374314,2015-01-30,Mobile,Female,1,1,0,0
85422,366994,2015-01-30,Mobile,Female,1,1,0,0
85441,541268,2015-01-30,Desktop,Male,1,0,0,0
85775,686953,2015-01-30,Desktop,Male,1,1,0,0
85824,259702,2015-01-30,Desktop,Female,1,1,0,0
85827,910191,2015-01-30,Desktop,Male,1,0,0,0
85886,465763,2015-01-30,Desktop,Female,1,1,0,0
85973,241144,2015-01-30,Desktop,Female,1,0,0,0
86197,693821,2015-01-30,Mobile,Female,1,1,0,0
86231,310807,2015-01-30,Desktop,Female,1,0,0,0
86379,102047,2015-01-30,Desktop,Male,1,1,0,0
86489,695159,2015-01-30,Mobile,Female,1,1,0,0
86608,110330,2015-01-30,Mobile,Female,1,1,0,0
86790,426408,2015-01-30,Mobile,Male,1,0,0,0
86900,911554,2015-01-30,Desktop,Female,1,1,0,0
86945,269330,2015-01-30,Desktop,Female,1,0,0,0
86981,56231,2015-01-30,Desktop,Male,1,0,0,0
87143,718579,2015-01-30,Mobile,Female,1,0,0,0
87274,309017,2015-01-30,Mobile,Male,1,0,0,0
87289,92155,2015-01-30,Desktop,Female,1,0,0,0
87410,757555,2015-01-30,Mobile,Female,1,1,0,0
87760,672907,2015-01-30,Desktop,Male,1,1,0,0
87777,443540,2015-01-30,Desktop,Female,1,1,0,0
87952,265550,2015-01-30,Desktop,Male,1,0,0,0
88060,423108,2015-01-30,Desktop,Male,1,0,0,0
88097,8145,2015-01-30,Desktop,Male,1,0,0,0
88372,987355,2015-01-30,Desktop,Female,1,0,0,0
88493,464964,2015-01-30,Mobile,Male,1,0,0,0
88675,623196,2015-01-30,Desktop,Female,1,0,0,0
88794,241843,2015-01-30,Mobile,Female,1,0,0,0
88823,995223,2015-01-30,Desktop,Male,1,0,0,0
88978,40355,2015-01-30,Mobile,Female,1,0,0,0
89396,485361,2015-01-30,Desktop,Male,1,0,0,0
89443,66241,2015-01-30,Desktop,Female,1,1,1,0
89478,819095,2015-01-30,Desktop,Female,1,0,0,0
89498,18048,2015-01-30,Mobile,Female,1,1,0,0
89712,295416,2015-01-30,Desktop,Female,1,1,0,0
89748,83527,2015-01-30,Desktop,Female,1,0,0,0
89776,948241,2015-01-30,Desktop,Female,1,1,0,0
89803,189628,2015-01-30,Mobile,Male,1,1,0,0
90105,623786,2015-01-30,Desktop,Male,1,0,0,0
90120,668864,2015-01-30,Desktop,Male,1,1,1,0
90360,331867,2015-01-30,Mobile,Female,1,1,0,0
